Moneda,Descripción,Ranking,Precio,Precio - Divisa,Capitalización de mercado,Capitalización de mercado - Divisa,Capitalización de mercado totalmente diluida,Capitalización de mercado totalmente diluida - Divisa,Oferta circulante,Oferta total,Volumen/Capitalización de mercado,Ratio valor de red/transacciones,Velocidad
WAGMIGAMES,WAGMI Games,804,0.0000062485,USD,11274510.131719459,USD,13746700,USD,1804354666195,2200000000000,0.06229372971086137,,
CITY,Manchester City Fan Token,805,1.2851,USD,10695924.5679,USD,25367874,USD,8323029,19740000,0.5947322213661653,,
TAOCAT,TAOCat by Virtuals & Masa,806,0.0112506,USD,11250600,USD,11250600,USD,1000000000,1000000000,0.3564368256224637,,
TRIAS,Trias Token (new),807,2.096,USD,10480000,USD,20959999.790400002,USD,5000000,5000000,0.07837784202366126,,
HELLO,HELLO Labs,808,0.014392,USD,10528910.211568,USD,14392000,USD,731580754,1000000000,0.047800104417442785,,
SOUL,Phantasma,809,0.081605,USD,10129563.175177362,USD,10129563.175177362,USD,124129197.66163056,124129197.66163056,0.02068565939742324,,
UNCX,UNCX Network,810,224.95,USD,10482288.376272872,USD,11247500,USD,46598.30351755,47650,0.0008746058299141898,,
KATA,Katana Inu,811,0.00026244,USD,9788742.716877,USD,13122000,USD,37298973925,50000000000,0.029405731208128442,,
BCD,Bitcoin Diamond,812,0.051888,USD,9676743.488985265,USD,10896480,USD,186492897.953,189492897.953,0.007588772415754155,,
ZERC,zkRace,813,0.080431,USD,9651720,USD,9651720,USD,120000000,120000000,0.027631114771973282,,
RLY,Rally,814,0.0018606,USD,9747448.656175494,USD,27909000,USD,5238873834.341338,15000000000,0.011553605586471161,162.98870636828795,0.006135394422607467
OUSD,Origin Dollar,815,1,USD,9484851.80743409,USD,9484851.80743409,USD,9484851.80743409,9484851.80743409,0.03237280384969301,,
MXC,Moonchain,816,0.0035748,USD,9526719.74184,USD,9526719.74184,USD,2664965800,2664965800,0.32037017202823365,,
ATM,Atletico De Madrid Fan Token,817,1.4876,USD,9198419.8896,USD,14876000,USD,6183396,10000000,0.3002316966228428,,
ASR,AS Roma Fan Token,818,1.4052,USD,9191220.6876,USD,14044974,USD,6540863,9995000,0.3154481316708614,,
WRX,WazirX,819,0.023694,USD,9047716.733270615,USD,22808950.17504906,USD,381856872.3419691,962646668.99,0.011083386942633703,,
SPS,Splintershards,820,0.0067087,USD,8908752.22624668,USD,20126100,USD,1327940171.1578517,1327940171.1578517,0.014645472880650443,,
AURY,Aurory,821,0.12937,USD,8964818.034712,USD,12937000.000000002,USD,69295957.6,100000000,0.03098711418805773,,
MUBI,Multibit,822,0.0094197,USD,8948715,USD,9419700,USD,950000000,1000000000,0.4309063468432998,,
VITE,VITE,823,0.0079026,USD,8771813.231408248,USD,8771813.231408248,USD,1109990791.8163958,1109990791.8163958,0.26316048070299086,,
MCB,MUX Protocol,824,2.2665,USD,8661481.8795,USD,10886323.6095,USD,3821523,4803143,0.006962949950417893,56436.27160382769,0.000017719101060038428
JUV,Juventus Fan Token,825,1.08474,USD,8628303.9924,USD,21647071.44,USD,7954260,19956000,0.373179252998316,,
NWC,Newscrypto,826,0.055052,USD,8279866.69677573,USD,14866819.094799582,USD,150400833.69860733,270050481.2686112,0.006922112673579487,,
KP3R,Keep3rV1,827,19.315,USD,8212313.07,USD,8212313.07,USD,425178,425178,0.8591127211389677,55.09923927779811,0.01814907089657304
WRLD,NFT Worlds,828,0.011478,USD,8173376.65287,USD,57390000,USD,712090665,5000000000,0.00861040871150091,,
OPEN,Open Custody Protocol,829,0.0083543,USD,8374377.79228012,USD,10422609.372479143,USD,1002403288.4,1247574227.94,0.9838108264403048,,
LUCE,LUCE,830,0.0080881,USD,8088099.967647601,USD,8088100.000000001,USD,999999996,999999996,1.0650183597257488,,
STOS,Stratos,831,0.21175,USD,8216085.0695,USD,21175000,USD,38800874,100000000,0.028158743172453465,,
JEWEL,DeFi Kingdoms,832,0.069743,USD,7918442.871379916,USD,8439669.169528047,USD,113537457.11225379,121010985.61186135,0.009507401165269831,,
GAL,Galatasaray Fan Token,833,1.6006,USD,7824028.911,USD,32012000,USD,4888185,20000000,0.1688336825669981,,
ACM,AC Milan Fan Token,834,1.07474,USD,7426078.31574,USD,21408820.8,USD,6909651,19920000,0.264324331571957,,
GXA,GALAXIA,835,0.0029381,USD,7393367.0521567995,USD,22386676.6375571,USD,2516376928,7619439991,0.00520655982496642,,
DC,Dogechain,836,0.000208,USD,7584003.686435361,USD,41600000,USD,36461556184.78539,169576385082.70428,0.1654225692840191,,
NEXA,Nexa,837,0.0000012547,USD,7352065.214000001,USD,26348700,USD,5859620000000,7263820000000,0.03268457079359498,,
MAGA,MAGA,838,0.000018382,USD,7173739.02333088,USD,7733123.58,USD,390258895840,413340222368,1.0957858134605123,,
FITFI,Step App,839,0.0028723,USD,7266919,USD,13212580,USD,2530000000,4600000000,0.5703718163706145,,
BUY,Buying.com,840,0.021545,USD,7148405.165310001,USD,21545000,USD,331789518,986800000,0.0025806459762315387,,
PEPE20,Pepe 2.0,841,1.5536e-8,USD,7286384,USD,7286384,USD,469000000000000,469000000000000,0.17697104984033643,,
MAN,Matrix AI Network,842,0.015638,USD,7141067.959409272,USD,15638000,USD,456648417.9184853,756648417.9184853,0.04261338735210033,,
KAI,KardiaChain,843,0.0014636,USD,6988690,USD,7318000,USD,4775000000,5000000000,0.019366391556443336,,
IMGNAI,Image Generation AI,844,0.0092208,USD,7163024.7969264,USD,9220800,USD,776833333,1000000000,0.1408931052208306,,
KWENTA,Kwenta,845,15.566,USD,6721540.263808,USD,9450984.38092,USD,431809.088,607155.62,0.01572313413262012,,
KAN,BitKan,846,0.00071483,USD,6870005.064246464,USD,7148300,USD,9610683748.928366,10000000000,0.02443253724084566,171.9314872081215,0.005816270284392464
SAITO,Saito,847,0.0035012,USD,6929898.113229999,USD,28009600,USD,1979292275,3000000000,0.00923719406790728,,
XCHNG,Chainge,848,0.014237,USD,6748994.724336,USD,17084400,USD,474046128,1200000000,0.06780664608918235,,
KAR,Karura,849,0.059186,USD,6905032.93876,USD,6905032.93876,USD,116666660,116666660,0.018606585855734117,,
RVF,RocketX exchange,850,0.076322,USD,7150708.0854980005,USD,7632200,USD,93691309,98541333,0.01070477479155395,,
SDN,Shiden Network,851,0.104405,USD,6828528.472895352,USD,8961843.685695698,USD,65404228.46506731,85837303.63196877,0.01736877014089996,,
CULT,Cult DAO,852,0.0000015966,USD,6895221.620986872,USD,10643999.999998936,USD,4318690730920,4957113505372,0.015701441474564915,,
TOMI,tomi,853,0.0088099,USD,6618558.894181318,USD,6713033.321130817,USD,751263793.4802117,761987459.6908951,1.1617418189773074,,
INTER,Inter Milan Fan Token,854,0.90968,USD,6546981.514880001,USD,17946167.04,USD,7197016,19728000,0.0788571097181176,,
PUSH,Push Protocol,855,0.074032,USD,6680387.235424,USD,7403200,USD,90236482,100000000,0.19486982980011416,,
HNS,Handshake,856,0.0103075,USD,6690346.593023999,USD,21027300,USD,649075585.061751,2040000000,0.023434518811254,,
HERO,Metahero,857,0.0012787,USD,6515799.074923,USD,12787000,USD,5095643290,9766213274.195871,0.12618298932167518,,
CEL,Celsius,858,0.16659,USD,6283793.29149,USD,6283793.29149,USD,37720111,37720111,0.26603312369370297,19.11347700970638,0.05231910444615446
STARL,Starlink,859,6.4984e-7,USD,6484865.15188324,USD,6498399.999999999,USD,9979172029858.488,10000000000000,0.0809020971414636,170.4096587261481,0.005868211975044331
HYDRA,Hydra,860,0.31113,USD,6207993.6972426,USD,10417828.472404744,USD,19953054.02,33483844.2850408,0.026732572066843818,,
SRM,Serum,861,0.023334,USD,6142551.106446,USD,25500444.809988,USD,263244669,1092844982,0.05360627334736279,2023.7313946228433,0.0004941367232119098
RIF,Rifampicin,862,0.0061712,USD,6169036.356966261,USD,6171200,USD,999649396.7083,999649396.7083,0.31552899363951276,,
MEV,MEVerse,863,0.0036951,USD,6380126.071810658,USD,7390199.999999975,USD,1726645035.8070574,1999999999.999993,0.16136295469040424,,
APM,apM Coin,864,0.0039528,USD,6009838.384896,USD,7164450,USD,1520400320,1812500000,0.37614624884795617,,
BAD,Bad Idea AI,865,1.05595e-8,USD,6341265.8082778,USD,8775378.071985824,USD,600527090134741.2,830169818339148,0.21563402164193224,,
XCAD,XCAD Network,866,0.12737,USD,6078961.999464787,USD,25322831.916247837,USD,47726795.94460851,198813157.8570137,0.19374555479206731,,
IZI,Izumi Finance,867,0.0075562,USD,5949751.88,USD,15112400,USD,787400000,2000000000,0.05061913033645027,,
URO,Urolithin A,868,0.0059991,USD,5997161.189546297,USD,5999100,USD,999676816.44685,999676816.44685,2.567999368690283,,
POOLX,Poolz Finance,869,1.1397,USD,5897665.1530014,USD,6268350,USD,5174752.262,5500000,0.10818196764453347,,
CVP,PowerPool,870,0.13227,USD,5773685.787556377,USD,13227000,USD,43650758.2033445,100000000,0.3307686652138501,38.377513438213576,0.026056925277609874
CAPS,Ternoa,871,0.0044814,USD,5767697.1696498,USD,11185512.511866,USD,1287030207,2495986190,0.10637495832937299,,
FNCY,FNCY,872,0.0052767,USD,5714154.882297898,USD,10553400,USD,1082903117.9142075,1114403112.9142075,0.001588469103915829,,
SOFI,RAI Finance,873,0.011156,USD,5720831.381258355,USD,11156000,USD,512803099.79010004,1000000000,0.20502907466915768,,
BAX,BABB,874,0.000071083,USD,5388082.514625,USD,7108300,USD,75799875000,94000000000,0.0221526240141475,57200.57911041574,0.00001748234048591841
KILT,KILT Protocol,875,0.10408,USD,5143648.171200001,USD,30241484.8,USD,49420140,151251450,0.04885230213681337,,
IRIS,IRISnet,876,0.0032207,USD,5237165.957675871,USD,6883779.227057672,USD,1626095556.1448975,2137354993.3423393,0.09184041964883598,,
CEUR,Celo Euro,877,1.0365,USD,4892080.795288967,USD,4892080.795288967,USD,4719807.81021608,4719807.81021608,1.5591255008278895,,
LLM,Large Language Model,878,0.004677,USD,4676987.65272,USD,4677000,USD,999997360,999997360,2.9390588383891183,,
FUSE,Fuse,879,0.02223,USD,4887980.582543181,USD,8450005.211083297,USD,219882167.4558336,380117193.48103,0.186094221934967,,
KEY,SelfKey,880,0.00080147,USD,4808819.96350432,USD,4808820,USD,5999999954.464072,5999999954.464072,0.22710190787484424,210.448309195578,0.004751760676160435
GZONE,GameZone,881,0.0055687,USD,4678361.124645378,USD,4678361.124645378,USD,840117284.94,840117284.94,0.0012432142481862962,,
SIS,Symbiosis,882,0.075532,USD,4635247.473872,USD,7514660.55232,USD,61367996,99489760,0.027890266254692306,,
CQT,Covalent,883,0.0053,USD,4537731.879876254,USD,5300000,USD,856175826.391746,1000000000,0.020537762028220906,,
AKITA,Akita Inu,884,6.9958e-8,USD,4762148.879957328,USD,6995800,USD,68071541209830.58,100000000000000,0.06954207382825829,141.51005955360702,0.007066635426163316
FEI,Fei USD,885,0.96577,USD,4538146.627460752,USD,4787566.222712923,USD,4698993.16344549,4957252.99265138,0.01685592273088615,121.53391056945652,0.008228156201955675
CENNZ,CENNZnet,886,0.0038641,USD,4636920,USD,4636920,USD,1200000000,1200000000,0.006590668692972921,,
UNIBOT,Unibot,887,4.199,USD,4199000,USD,4199000,USD,1000000,1000000,0.28548576466887593,,
BTM,BytomDAO,888,0.0027113,USD,4447929.924345583,USD,5693730,USD,1640515591.91,2100000000,0.01628453779749169,,
VAL,Validity,889,0.78531,USD,4005877.8658635155,USD,7067790,USD,5101014.71503421,5105175.61503421,0.03277633122503527,,
MTRG,Meter Governance,890,0.12109,USD,3862006.80101,USD,5855356.71799,USD,31893689,48355411,0.05157596147415335,,
FRED,First Convicted RACCON,891,0.0037991,USD,3798447.4491167944,USD,3798447.4491167944,USD,999828235.402278,999828235.402278,5.619159826217331,,
GMM,Gamium,892,0.000074712,USD,3660049.3525739573,USD,3735600,USD,48988774930.05083,50000000000,0.02771514384371413,,
CRU,Crust Network,893,0.26374,USD,3728906.1880599996,USD,9102728.81187162,USD,14138569,34514024.463,0.9141205814272212,,
BEER,BEERCOIN,894,0.0000064345,USD,3537439.341766716,USD,5719555.555549836,USD,549761339928,888888888888,0.7107106641617481,,
TSUKA,Dejitaru Tsuka,895,0.0035781,USD,3578100,USD,3578100,USD,1000000000,1000000000,0.030296459865386656,,
UNFI,Unifi Protocol DAO,896,0.34822,USD,3325030.9390661586,USD,3482199.9999999995,USD,9548650.10357291,9548651.10357291,0.4697086518627503,,
CPH,Cypherium,897,0.0086229,USD,3302150.161167,USD,72673801.19999999,USD,382951230,6828000000,0.002800202475711209,,
BTS,BitShares,898,0.0010547,USD,3158889.782,USD,3797521.7084594,USD,2995060000,2995060000,0.04174791991581427,,
VGX,VGX Token,899,0.0093718,USD,3211630.1161896554,USD,3476422.2876528213,USD,342690850.8706604,370944993.2406604,0.29702773926940507,,
PRE,Presearch,900,0.0079571,USD,3155614.2651385,USD,5967825,USD,396578435,750000000,0.03320470460953223,164.26407705955782,0.006087758309063681
FRA,Findora,901,0.00028383,USD,3238635.444028154,USD,5960430,USD,11410476144.27,21000000000,0.04155350306311602,,
OPTI,Optimus AI,902,0.031822,USD,3024201.828858,USD,3182200.0000000005,USD,95034939,100000000,0.020486934564280083,,
DOME,Everdome,903,0.00016166,USD,3071352.64689122,USD,16166000,USD,18998841067,91138701658.539,0.11142639699044009,,
BOND,BarnBridge,904,0.37861,USD,2994904.406001242,USD,3786100,USD,7910262.29101514,10000000,1.2885696833813498,111.28509411010036,0.008985929409473707
MDX,Mdex,905,0.0030593,USD,2907090.4555713,USD,3242858,USD,950246937.3946,1060000000,0.34702247000824615,,
NEST,NEST Protocol,906,0.00096167,USD,2800136.80247316,USD,9595576.91845,USD,2911743948,9978035000,0.6631145752667125,9270.3039027913,0.00010787132875966437
RAI,Rai Reflex Index,907,2.3584,USD,2749232.6875053816,USD,2749232.6875053816,USD,1165719.42312813,1165719.42312813,0.10555144090049744,54.22709213132035,0.01844096669573072
ORC,Orbit Chain,908,0.003988,USD,2672564.973256141,USD,3988000,USD,670151698.409263,947219692.3824807,0.006333707561637521,,
COT,Cosplay Token,909,0.0066904,USD,2638420.6378008,USD,6690400,USD,394359177,1000000000,0.0587791233916238,,
REVV,REVV,910,0.0021835,USD,2599881.8883675,USD,6550500,USD,1190694705,3000000000,0.2822086226944854,,
FER,Ferro,911,0.002681,USD,2500113.8442209996,USD,12162341.660665,USD,932530341,4536494465,0.007450375888720318,,
LBC,LBRY Credits,912,0.0036421,USD,2382797.360314621,USD,3945130.0042000003,USD,654237214.8800476,767800721,0.0006447260291899751,,
WOLF,LandWolf (SOL),913,0.00025514,USD,2551330.150352654,USD,2551399.78925436,USD,9999726230.119362,9999726230.119362,0.003426270856655581,,
ABBC,ABBC Coin,914,0.0026209,USD,2372712.2199080805,USD,3210888.9093310996,USD,905304368.6932278,907217636.86,0.001089316134486857,,
BSCPAD,BSCPAD,915,0.029613,USD,2345693.732673,USD,5200042.8,USD,79211621,175600000,0.12112209824418152,,
EPX,Ellipsis,916,0.000029543,USD,2281773.157028276,USD,3899676,USD,77235661815.93866,132000000000,0.20731632207797857,,
SPH,Spheroid Universe,917,0.0011442,USD,2268125.7588678,USD,11442000,USD,1982280859,2153698388.28,0.0007032156177028654,,
BITCI,Bitcicoin,918,0.00029238,USD,2253907.25110056,USD,29238000,USD,7708828412,20872348887,0.10487330437225872,,
PKF,Red Kite,919,0.017996,USD,2063999.7096485405,USD,3599200.0000000005,USD,114692137.67773618,200000000,0.001535451088401388,,
BBF,Bubblefong,920,0.011027,USD,2056517.162099,USD,7718900,USD,186498337,700000000,0.11766115718711008,,
BRICK,r/FortNiteBR Bricks,921,0.01788,USD,1988796.47664,USD,1988796.47664,USD,111230228,111230228,0.011989951179894605,,
FOR,ForTube,922,0.0027283,USD,2168998.5,USD,2728300,USD,795000000,1000000000,0.2944661134855603,6.506736208006445,0.1536868820299668
TABOO,TABOO TOKEN,923,0.00020635,USD,2018655.621808,USD,2018655.621808,USD,9782678080,9782678080,0.015047222219976593,,
DUST,DUST Protocol,924,0.103175,USD,1975178.27935,USD,3435502.475325,USD,19143962,33297819,0.04464099150855215,,
COVAL,Circuits of Value,925,0.00111973,USD,1998537.195585257,USD,2000679.969139217,USD,1784838483.9070642,1786752135.9070642,0.0030173562132497973,,
AKRO,Akropolis,926,0.00042595,USD,1889603.491864936,USD,6389250,USD,4436209629.921202,15000000000,0.2707050282096232,32.642876684027485,0.030634554965228017
MLT,MILC Platform,927,0.014557,USD,1811232.3207580103,USD,2911400,USD,124423460.93,200000000,0.03284153064505595,,
VEXT,Veloce,928,0.0077121,USD,1718018.844210603,USD,2313630,USD,222769264.43,300000000,0.21844425757924632,,
FSN,Fusion,929,0.021505,USD,1667520.9498882967,USD,1667520.9498882967,USD,77541081.13872573,77541081.13872573,0.041924521822387366,61793.07341991007,0.00001618304357843762
OAX,OAX,930,0.021655,USD,1668180.9386580253,USD,2165500,USD,77034446.48617065,100000000,0.051615130283898455,8015.989879665993,0.00012475065650178536
GMMT,Giant Mammoth,931,0.0093548,USD,1529736.7661576,USD,46774000,USD,163524262,5000000000,0.4219034044893695,,
SOLVE,SOLVE,932,0.0020795,USD,1455909.9645335001,USD,2079500.0000000002,USD,700125013,1000000000,0.08685598171061237,93.07749439223979,0.010743735706785138
RMRK,RMRK,933,0.17136,USD,1557824.9669511986,USD,1713600.0000000002,USD,9090948.68669,10000000,0.014556333315660855,,
WSM,Wall Street Memes,934,0.00071068,USD,1337901.3904967569,USD,1421360,USD,1882565135.499461,1897132963.509461,1.1333789562115608,,
PLANET,PLANET,935,0.0000015691,USD,1336010.1949999998,USD,1569100.000015691,USD,851450000000,1000000000010,0.34336758504452136,,
TAMA,Tamadoge,936,0.00087819,USD,1223628.86339361,USD,1756380,USD,1393353219,1417967396,0.06132323788809039,,
AGLA,Angola,937,0.0024664,USD,1172649.8800000001,USD,7399200,USD,475450000,3000000000,0.4837079503080407,,
GFT,Gifto,938,0.00053287,USD,1192870.2713921142,USD,1193628.7999999998,USD,2238576522.2138877,2240000000,0.03373796569663262,,
VEGA,Vega Protocol,939,0.016996,USD,1054553.072468,USD,1104735.292108,USD,62047133,64999723,0.014251555585236844,,
WOZX,Efforce,940,0.0021905,USD,1154690.3552237952,USD,2190500,USD,527135519.39,1000000000,0.0027454531662868013,,
HVH,HAVAH,941,0.0024484,USD,1116313.4991827998,USD,24484000,USD,455935917,5254233333,0.13991556399093893,,
OOKI,Ooki Protocol,942,0.000080101,USD,1098665.3159999999,USD,1108197.335,USD,13716000000,13835000000,0.31429762997353056,,
YOOSHI,YooShi,943,2.8783e-9,USD,1049580.4063130373,USD,2878300,USD,364652887577055,1000000000000000,0.08069838780023719,,
ZKB,ZKBase,944,0.0047579,USD,939399.776,USD,2854740,USD,197440000,598008482.84,0.7732963838670428,,
MULTI,Multichain,945,0.061825,USD,899003.1095510225,USD,6182500,USD,14541093.5633,100000000,0.8276179992289814,4.9407627192308405,0.2023979002488256
SSG,SOMESING,946,0.00023504,USD,767190.3303896,USD,1410240,USD,3264084115,6000000000,0.003366822942930323,,
RBLS,Rebel Bots,947,0.0056087,USD,691526.3210665,USD,1682610,USD,123295295,251883090,0.000956399987928152,,
GRV,Grove Coin,948,0.0070283,USD,668274.2033805001,USD,696153.113242925,USD,95083335,99049999.75,0.062206387094820216,,
NVIR,NvirWorld,949,0.00045989,USD,484039.70780858,USD,,,1052511922,,0.11835580778062048,,
THN,Throne,950,0.0012207,USD,476991.3484791,USD,2409904.3372208998,USD,390752313,1974198687,0.16293140833021896,,
HSF,Hillstone Finance,951,0.015116,USD,453653.395636,USD,1511600,USD,30011471,100000000,0.003424392310790679,,
WAIT,Hourglass,952,0.004069,USD,397752.79622814554,USD,406899.99999999994,USD,97751977.44609132,100000000,0.004664228757642415,,
DREP,Drep [new],954,0.0028993,USD,289930,USD,289930,USD,100000000,100000000,0.020791705323009002,,
VTS,Veritise,955,0.0014696,USD,329271.6145048,USD,448434.286311792,USD,224055263,305140369.02,0.006972262185013014,,
PNT,pNetwork,956,0.0031282,USD,279191.41080486716,USD,326458.98953839997,USD,89249859.60132574,104360012,0.007556171658391228,15480.168466705676,0.00006459878018451626
PERL,PERL.eco,957,0.00038081,USD,186954.44555548,USD,393452.892,USD,490938908,1033200000,0.017339649463205712,,
CVTX,Carrieverse,958,0.0008468,USD,175838.3638008,USD,846800,USD,207650406,1000000000,0.06413257692556334,,
ORB,OrbCity,959,0.00044989,USD,155623.6773368823,USD,446269.9082114606,USD,345914951.07,991953384.6306,0.021289604144862282,,
KALM,KALM,960,0.016296,USD,139330.80000000002,USD,162960.00000000003,USD,8550000,10000000,0.007254415665739376,,
PTS,Petals,961,0.0000028993,USD,40952.612499999996,USD,289930,USD,14125000000,100000000000,0.051159424121965356,,
EVA,Evadore,962,0.00015286,USD,26570.644924,USD,152860,USD,173823400,1000000000,0.313464697139769,,
1000SATS,1000SATS,,0.00012747,USD,,,,,,,,,
FTM,Fantom,,0.4712,USD,,,,,,,,,
