Moneda,Descripción,Ranking,Precio,Precio - Divisa,Cambio de precio % 24 horas,Capitalización de mercado,Capitalización de mercado - Divisa,Volumen en USD 24 horas,Volumen en USD 24 horas - Divisa,Oferta circulante,Categoría
CHESS,Tranchess,687,0.11652,USD,-0.25680534155109974,23204674.39032,USD,13827487.65643678,USD,199147566,"Gestión de activos, Derivados, DeFi"
NXRA,Nexera,688,0.02208,USD,2.649930264993015,23134606.226181637,USD,318233.63041847,USD,1047762963.1422844,Tokens garantizados por activos
VOXEL,Voxies,689,0.105775,USD,3.589266477328359,23155288.57998352,USD,12878899.51198092,USD,218910787.8041458,"Videojuegos, NFT y coleccionables"
HTR,Hathor,690,0.047714,USD,22.871259102956692,21969686.91394078,USD,937608.38930501,USD,460445297.27,"Plataformas de contratos inteligentes (smart contracts), Escalables, DeFi"
KEKIUS,Kekius Maximus,691,0.022642,USD,4.652344652344641,22642000,USD,49575170.6144517,USD,1000000000,Memes
KISHU,Kishu Inu,692,2.4194e-10,USD,4.311459860308696,22533347.337487143,USD,3173947.33150745,USD,93136097121133940,Memes
LOOKS,LooksRare,693,0.022508,USD,-8.907685458739724,22506687.175884,USD,14014123.8707575,USD,999941673,"NFT y coleccionables, Mercado"
LUNA,Luna by Virtuals,694,0.021991,USD,17.302052785923742,21991000,USD,777945.69111654,USD,1000000000,
ALEPH,Aleph.im,695,0.092044,USD,1.3923771755893382,22755162.058537215,USD,1044098.27480512,USD,247220482.1448135,"Informática distribuida y almacenamiento, Gestión de datos e IA, Identidad, DePIN"
MYRO,Myro,696,0.023091,USD,4.4605292920153845,21802610.292165,USD,37758130.23243327,USD,944203815,Memes
RBN,Ribbon Finance,697,0.22543,USD,9.296348382716644,21864425.127996054,USD,543409.02170855,USD,96989864.38360491,"Derivados, DeFi"
MNGO,Mango,698,0.0194,USD,1.0416666666666785,21678873.648497242,USD,47235.92640185,USD,1117467713.840064,"Mercado descentralizado, Derivados, DeFi, Organización autónoma descentralizada (DAO)"
ELIZA,Eliza (elizawakesup),699,0.023158,USD,40.12923485717735,23157873.98137364,USD,5402234.1132056,USD,999994558.311324,Memes
GAFI,GameFi.org,700,2.037,USD,-7.55616065350579,22295093.7033636,USD,291036.60262732,USD,10945063.1828,"Videojuegos, Metaverso, Recaudación de fondos"
GFAL,Games for a living,701,0.006352,USD,-6.465663120410829,21618149.558279477,USD,262793.90836767,USD,3403361076.555333,"Videojuegos, NFT y coleccionables"
HOPR,HOPR,702,0.062273,USD,-2.370463275064659,21245916.856949,USD,645370.21063606,USD,341173813,"Privacidad, Organización autónoma descentralizada (DAO)"
ASD,ASD,703,0.032162,USD,10.757769116683338,21246708.442388,USD,1309068.34203606,USD,660615274,Mercado de valores centralizado
CLANKER,tokenbot,704,24.474,USD,33.91332895600788,24474000,USD,20305634.17450502,USD,1000000,
REN,Ren,705,0.021318,USD,-6.821657999388192,21303727.180354718,USD,1992192.72904799,USD,999330480.3618875,"Interoperabilidad, DeFi"
KOMA,Koma Inu,706,0.033319,USD,13.881010149335339,20898047.59716097,USD,40039366.53245772,USD,627211128.7001702,Memes
ADX,AdEx,707,0.14286,USD,2.0726129216695357,20578415.40693408,USD,9059083.34965898,USD,144046026.928,"Gestión de datos e IA, Marketing, Web3"
SIX,SIX,708,0.024274,USD,-6.974783475128376,20656363.494198527,USD,1663527.03980372,USD,850966610.126,"Plataformas de contratos inteligentes (smart contracts), Soluciones para empresas, Pagos"
CEEK,CEEK VR,709,0.024864,USD,0.3349340220330081,20033366.863159392,USD,1768178.58228543,USD,805717779.245471,"NFT y coleccionables, Redes sociales, medios de comunicación y contenidos, Metaverso"
PROPC,Propchain,710,0.80406,USD,-0.9810454612764714,20605905.765003245,USD,1304775.29414888,USD,25627323.53929215,Mercado inmobiliario
HEGIC,Hegic,711,0.029882,USD,-2.8890838776770367,21028780.6486704,USD,98062.57223669,USD,703727349.1958504,"Mercado descentralizado, Derivados, DeFi"
BLUE,Bluefin,712,0.16214,USD,15.329920364050075,20225859.69162,USD,6905307.0564589,USD,124743183,"Mercado descentralizado, Derivados, DeFi"
LINA,Linear Finance,713,0.0026481,USD,3.8837236671766555,20168485.16478631,USD,32539175.88397275,USD,7616209797.510029,"Mercado descentralizado, Derivados, DeFi, Organización autónoma descentralizada (DAO)"
BLZ,Bluzelle,714,0.043576,USD,1.248082554734337,19804612.159021176,USD,2853823.39120517,USD,454484398.729144,"Plataformas de contratos inteligentes (smart contracts), Informática distribuida y almacenamiento, DePIN"
SHPING,SHPING,715,0.008749,USD,7.699889121596656,20007138.518536,USD,1000519.20908808,USD,2286791464,"Lealtad y recompensas, E-Commerce"
LEASH,Doge Killer,716,190.45,USD,4.099480732440558,20262646.052475877,USD,2897724.50657888,USD,106393.52088462,Memes
NEIRO,Neiro Ethereum,717,0.019525,USD,13.284197086646158,19525000,USD,15549319.39915655,USD,1000000000,Memes
QUICK,Quickswap[New],718,0.026456,USD,5.485568489874033,19774454.016313426,USD,12853094.78258754,USD,747446855.7723551,"Mercado descentralizado, DeFi"
GROK,GROK,719,0.0031467,USD,14.77019676559704,19889417.00550679,USD,12984085.59470906,USD,6320722345.792986,"Memes, Gestión de datos e IA"
SLF,Self Chain,720,0.20298,USD,6.140809708128466,19689060,USD,14985294.0248956,USD,97000000,"DeFi, Nivel 1"
FIO,FIO Protocol,721,0.023964,USD,3.9240341672809245,19250565.853422273,USD,10276529.73122025,USD,803311878.3768266,"Interoperabilidad, Pagos, Nivel 1"
OPUL,Opulous,722,0.051708,USD,9.518363197356711,19179821.273456596,USD,801196.90037195,USD,370925606.742798,"Redes sociales, medios de comunicación y contenidos"
BIFI,Beefy,723,239.38,USD,-1.1765677248895654,19150400,USD,1206669.93079974,USD,80000,DeFi
PORK,PepeFork,724,4.6469e-8,USD,-6.797304344337929,18564835.976897456,USD,1251568.86120522,USD,399510124532429.3,Memes
COMBO,COMBO,725,0.26624,USD,3.688125559839537,18916817.387519997,USD,10020515.99865006,USD,71051748,"Videojuegos, NFT y coleccionables, Redes sociales, medios de comunicación y contenidos"
FIRO,Firo,726,1.275,USD,1.4402800986711233,18664310.613314178,USD,2815179.43117496,USD,14638674.99083465,"Privacidad, Criptomonedas"
GEMS,Gems,727,0.046599,USD,-5.600550741070714,18636395.712963,USD,3766530.98944944,USD,399931237,
PROS,Prosper,728,0.35681,USD,10.563336638572139,18338183.94015,USD,7994612.62048206,USD,51394815,"Mercados de predicciones, Organización autónoma descentralizada (DAO)"
FOX,Shapeshift FOX Token,729,0.049524,USD,3.98958508315135,18678182.718888,USD,1919518.90301831,USD,377154162,"Mercado descentralizado, DeFi"
MANEKI,MANEKI,730,0.0020695,USD,-6.251132451531078,18333217.0006455,USD,16261874.52788307,USD,8858766369,Memes
CHEQ,cheqd,731,0.028453,USD,-5.071230774363595,18280848.065194998,USD,614053.80486162,USD,642492815,Identidad
GOG,Guild of Guardians,732,0.026144,USD,2.069180916686184,18075543.382249057,USD,933603.83521032,USD,691384003.299,Videojuegos
SUSD,sUSD,733,0.91978,USD,-6.01393173043532,17909714.163418297,USD,1685055.37476262,USD,19471736.89732142,"Stablecoins, Stablecoins algorítmicas, DeFi"
PIVX,PIVX,734,0.19895,USD,9.95793202701207,17964664.67618566,USD,2865346.80147019,USD,90297384.6503426,"Privacidad, Criptomonedas, Organización autónoma descentralizada (DAO)"
WING,Wing Finance,735,3.6941,USD,-1.031452606762042,17844400.252779365,USD,2248902.79669774,USD,4830513.58998927,"Concesión de préstamos y endeudamiento, DeFi"
VVAIFU,Dasha,736,0.017206,USD,65.35614726521193,17091515.029375322,USD,11139029.18070029,USD,993346218.143399,Memes
UFT,UniLend,737,0.20595,USD,0.2924689251766948,17516093.305826057,USD,2636283.28517668,USD,85050222.4123625,"Concesión de préstamos y endeudamiento, DeFi"
SANTOS,Santos FC Fan Token,738,2.6064,USD,0.8122534230679936,17582934.150293313,USD,24351654.55664687,USD,6746061.291549,Fan Tokens
QTCON,Quiztok,739,0.0016067,USD,1.2860114732396182,17077793.578317393,USD,1644418.6931653,USD,10629111581.7,"Redes sociales, medios de comunicación y contenidos"
SAMO,Samoyedcoin,740,0.0046499,USD,10.996538966463792,17005309.5581033,USD,1383199.19528923,USD,3657134467,Memes
DLC,Diamond Launch,741,0.17267,USD,4.112149532710276,16611381.67952,USD,153228.16856844,USD,96203056,"Lealtad y recompensas, Recaudación de fondos"
VIDT,VIDT DAO,742,0.019625,USD,-2.808042789223462,16530547.917625,USD,10292315.27125734,USD,842320913,"Plataformas de contratos inteligentes (smart contracts), Videojuegos, Internet de las cosas, Gestión de datos e IA, NFT y coleccionables, Interoperabilidad, Soluciones para empresas, Ciberseguridad, Web3"
PROPS,Propbase,743,0.04083,USD,-0.7462867977732983,15831895.929795416,USD,2469409.18220324,USD,387751553.509562,
BURGER,BurgerCities,744,0.26194,USD,1.5828677839851133,16403991.783799214,USD,13204445.20716961,USD,62624997.26578306,"Mercado descentralizado, Videojuegos, DeFi"
VLX,Velas,745,0.0061055,USD,-6.0030254383798365,16372205.764814515,USD,124202.46847694,USD,2681550366.851939,Plataformas de contratos inteligentes (smart contracts)
MAJOR,Major,746,0.1949,USD,3.3676283411115797,16244889.2732,USD,141803958.79447567,USD,83349868,Videojuegos
PSG,Paris Saint-Germain Fan Token,747,2.1965,USD,1.0117268337548768,16232356.8465,USD,4690655.77279522,USD,7390101,"Deporte, Fan Tokens"
ALPACA,Alpaca Finance,748,0.106674,USD,5.305034550839095,16087063.20051945,USD,8837489.14242553,USD,150805849.60270965,"Concesión de préstamos y endeudamiento, DeFi"
CREAM,Cream Finance,749,8.5929,USD,-1.1774301008569297,15945492.2211,USD,9584016.8831293,USD,1855659,"Mercado descentralizado, Concesión de préstamos y endeudamiento, DeFi, Organización autónoma descentralizada (DAO)"
KRL,Kryll,750,0.416,USD,-2.4994160242933865,15979129.338171849,USD,593213.59448466,USD,38411368.60137464,Gestión de activos
PSP,ParaSwap,751,0.022295,USD,8.102211016291694,16609260.186154999,USD,373274.03900663,USD,744976909,"Mercado descentralizado, DeFi"
BZZ,Swarm,752,0.28843,USD,-12.042571358868008,15171608.624669425,USD,1051611.30469393,USD,52600660.90444622,"Herramientas de desarrollo, Informática distribuida y almacenamiento, DePIN"
PDA,PlayDapp,753,0.025494,USD,1.1907597046915859,15549984.86643,USD,12041526.30650149,USD,609946845,"Videojuegos, Metaverso"
SWAP,TrustSwap,754,0.15693,USD,-1.2149062067229102,15692241.08652,USD,1689397.70105098,USD,99995164,DeFi
VXV,Vectorspace AI,755,0.31123,USD,4.886597243285146,15522874.950209387,USD,43595.62804174,USD,49875895.47990035,Gestión de datos e IA
HARD,Kava Lend,756,0.11332,USD,0.08832361773538497,15274591.81776,USD,2922179.48373741,USD,134791668,"Concesión de préstamos y endeudamiento, DeFi"
OG,OG Fan Token,757,3.6711,USD,1.2577575506826606,15158041.6509,USD,20786964.23986336,USD,4129019,"Deporte, Fan Tokens"
PNK,Kleros,758,0.018975,USD,-0.47206923682139945,15280466.998056458,USD,407196.93596325,USD,805294703.4548858,"Oráculos, Mercados de predicciones, Pagos"
OBSR,Observer,759,0.0024638,USD,9.710035187742209,15046625.849969799,USD,4886618.87565977,USD,6107080871,"Internet de las cosas, Gestión de datos e IA"
MEMEFI,MemeFi,760,0.001481,USD,-1.1347707095654553,14809999.999999998,USD,19969922.54559151,USD,10000000000,Videojuegos
VINU,Vita Inu,761,1.6431e-8,USD,22.276785714285715,14781283.93653137,USD,6526935.57900706,USD,899597342616479.2,Memes
WNCG,Nine Chronicles,762,0.031552,USD,-4.364694471387014,14399018.658253439,USD,638449.52609427,USD,456358349.97,"Tokens anclados, Videojuegos"
DMTR,Dimitra,763,0.030093,USD,-16.421035002512134,14640340.241284052,USD,3830571.65375101,USD,486503181.51344335,"Informática distribuida y almacenamiento, Internet de las cosas, Gestión de datos e IA, DePIN"
TROY,TROY,764,0.0014879,USD,6.682440668244058,14878999.999999998,USD,27542043.59586662,USD,10000000000,"Mercado de valores centralizado, Mercado descentralizado, Gestión de activos"
SQGROW,Squid Grow,765,0.014347,USD,12.81748840135253,14347000,USD,271553.36603461,USD,1000000000,
AMB,AirDAO,766,0.004333,USD,-4.100485146540831,14742950.385317,USD,4731435.71256335,USD,3402481049,"Pagos, DeFi, Nivel 1"
VOLT,Volt Inu,767,2.6914e-7,USD,3.7230367697858453,14739798.521620458,USD,454787.506752,USD,54766287142827,"Memes, Criptomonedas, Mercado descentralizado, Videojuegos, Gestión de datos e IA, NFT y coleccionables, Pagos, DeFi, Organización autónoma descentralizada (DAO)"
BAR,FC Barcelona Fan Token,768,1.5561,USD,4.598549946294307,14511699.9846,USD,2708812.47632673,USD,9325686,"Deporte, Fan Tokens"
VAI,VAIOT,769,0.040475,USD,-3.7239738251040975,14547123.514175,USD,1281182.73722616,USD,359410093,Gestión de datos e IA
MUMU,Mumu the Bull,770,0.0000061685,USD,31.555375461195595,14083946.446171973,USD,2550380.79229761,USD,2283204416985,Memes
SOV,Sovryn,771,0.24189,USD,-1.221796855909425,13942215.911304025,USD,103929.91861365,USD,57638661.83514831,"Mercado descentralizado, DeFi"
NIM,Nimiq,772,0.0010666,USD,-6.494072524407245,13618297.837437958,USD,78868.43776405,USD,12767952219.61181,Pagos
AST,AirSwap,773,0.078291,USD,11.885245901639339,13660177.15411686,USD,5662197.08902594,USD,174479533.46,"Mercado descentralizado, DeFi"
DEAI,Zero1 Labs,774,0.14676,USD,-16.45194390605404,13387629.76944,USD,4005043.54554519,USD,91221244,Gestión de datos e IA
GYEN,GYEN,775,0.006366,USD,5.021402700032922,13360838.782878,USD,18914.71432546,USD,2098780833,"Stablecoins, Stablecoins garantizadas por activos"
MAVIA,Heroes of Mavia,776,0.34458,USD,8.909608091024017,13370137.13706,USD,9410127.52846426,USD,38801257,"Videojuegos, NFT y coleccionables"
VIB,Viberate,777,0.066164,USD,8.370533889297684,13232469.18,USD,5026488.29968192,USD,199995000,"Redes sociales, medios de comunicación y contenidos"
CGO,Comtech Gold,778,90.258,USD,0.7253816623515662,12726378,USD,686026.43925905,USD,141000,Tokens garantizados por activos
GAL,Galxe,779,1.7723,USD,38.04625261041071,14088968.183168182,USD,1537117.62640985,USD,7949539.12044698,"Gestión de datos e IA, Web3"
TIME,Chrono.tech,780,17.768,USD,2.8002777134922576,12617287.784,USD,330503.93577449,USD,710113,"Pagos, Empleos"
REEF,Reef,781,0.00054532,USD,0.13772334135189068,11460278.380746035,USD,12806345.09540234,USD,21015694235.94593,Plataformas de contratos inteligentes (smart contracts)
PLU,Pluton,782,1.3343,USD,-13.593548387096781,12933392.302896999,USD,1442062.81403096,USD,9693016.79,"Pagos, Lealtad y recompensas"
CRTS,Cratos,783,0.00024949,USD,-0.1001041082725951,12299776.35111005,USD,2434491.74558701,USD,49299676745,"Redes sociales, medios de comunicación y contenidos"
DBC,DeepBrain Chain,784,0.0021795,USD,0.7395424081349644,11832401.5356705,USD,222721.80261505,USD,5428952299,"Informática distribuida y almacenamiento, Gestión de datos e IA, Metaverso, DePIN"
LAZIO,S.S. Lazio Fan Token,785,1.1154,USD,-0.03586800573887697,11942497.360724501,USD,15863902.34712862,USD,10706918.91763,Fan Tokens
DNX,Dynex,786,0.11937,USD,7.376090671943869,11945248.82365419,USD,922945.19228395,USD,100069102.98780422,"Informática distribuida y almacenamiento, Nivel 1, DePIN"
MOTHER,Mother Iggy,787,0.012497,USD,36.47740947379936,12323830.99941207,USD,7795350.59659072,USD,986143154.31,"Memes, Redes sociales, medios de comunicación y contenidos"
STC,SaitaChain Coin,788,0.00026147,USD,-2.03079920566526,11749243.299308654,USD,156257.33077353,USD,44935339806.89431,
NTX,NuNet,789,0.023014,USD,2.307179373194037,11601004.48031,USD,254222.63267569,USD,504084665,"Informática distribuida y almacenamiento, Gestión de datos e IA, DePIN"
DFI,DeFiChain,790,0.013497,USD,-4.660500466050044,11188189.407292793,USD,1019784.42221163,USD,828938979.5727044,"Mercado descentralizado, DeFi"
PORTO,FC Porto Fan Token,791,1.1837,USD,6.668468955573585,11385070.858968932,USD,9856041.28798531,USD,9618206.35209,"Deporte, Fan Tokens"
ROUTE,Router Protocol,792,0.025517,USD,-0.22236092689397477,11550684.726767,USD,2436765.4415335,USD,452666251,Interoperabilidad
ALPINE,Alpine F1 Team Fan Token,793,0.98646,USD,2.3978371633565527,11206185.6,USD,7902011.15058024,USD,11360000,"Deporte, Fan Tokens"
MNW,Morpheus.Network,794,0.26204,USD,12.299648581469103,12363050.831559952,USD,128836.80053704,USD,47180013.8588,"Soluciones para empresas, Pagos, Logística"
CWEB,Coinweb,795,0.0047289,USD,4.6471486423687205,11139000.699753234,USD,165564.12020274,USD,2355516229.9378786,"Plataformas de contratos inteligentes (smart contracts), Herramientas de desarrollo, Interoperabilidad, Escalables"
DVI,Dvision Network,796,0.013571,USD,4.754920879969126,11266593.85159,USD,781035.29851155,USD,830196290,"Videojuegos, NFT y coleccionables, Metaverso"
BLOK,Bloktopia,797,0.00044529,USD,2.2010557723203967,11039669.12423349,USD,421155.6882004,USD,24792088581,"NFT y coleccionables, Metaverso"
PIT,Pitbull,798,2.6404e-10,USD,-4.412989175686922,10612337.415128786,USD,155955.0380132,USD,40192158063660000,Memes
USDJ,USDJ,799,1.1367,USD,0.5660711126835275,10954900.591139635,USD,816833.66584354,USD,9637459.83209258,"Stablecoins, Tokens garantizados por activos"
FLOCK,Flock.io,800,0.096853,USD,16.10540323450781,10987517.8927178,USD,23949322.6574131,USD,113445302.6,Gestión de datos e IA
UFO,UFO Gaming,801,4.333e-7,USD,1.4397752545944014,11160757.575757464,USD,496972.14178974,USD,25757575757575.5,"Videojuegos, NFT y coleccionables, Metaverso"
YFII,DFI.Money,802,283.5,USD,-4.129136727051921,10941966,USD,4822728.49164695,USD,38596,"DeFi, Organización autónoma descentralizada (DAO)"
SDAO,SingularityDAO,803,0.13197,USD,-3.650434401693805,10918300.900207201,USD,197866.54299856,USD,82733203.76,"Gestión de datos e IA, DeFi, Organización autónoma descentralizada (DAO)"
WAGMIGAMES,WAGMI Games,804,0.0000061285,USD,19.160782183595867,11057987.571776057,USD,702331.2867677,USD,1804354666195,"Videojuegos, NFT y coleccionables"
CITY,Manchester City Fan Token,805,1.2847,USD,1.605504587155962,10692595.3563,USD,6361210.97783211,USD,8323029,"Deporte, Fan Tokens"
TAOCAT,TAOCat by Virtuals & Masa,806,0.0112273,USD,19.008730834752985,11227300,USD,4010128.15034809,USD,1000000000,
TRIAS,Trias Token (new),807,2.096,USD,11.697308819610978,10480000,USD,821399.78440797,USD,5000000,"Gestión de datos e IA, Metaverso, Nivel 1"
HELLO,HELLO Labs,808,0.014397,USD,0.805209354432156,10532568.115338,USD,503283.00751483,USD,731580754,"Videojuegos, NFT y coleccionables, Redes sociales, medios de comunicación y contenidos, Web3"
SOUL,Phantasma,809,0.08176,USD,-0.8007765105556831,10148803.200814914,USD,209536.6936864,USD,124129197.66163056,"Plataformas de contratos inteligentes (smart contracts), Videojuegos, Gestión de datos e IA, NFT y coleccionables, Nivel 1, DePIN"
UNCX,UNCX Network,810,224.95,USD,-2.8041825095057074,10482288.376272872,USD,9167.87052473,USD,46598.30351755,DeFi
KATA,Katana Inu,811,0.00026254,USD,10.478034001009934,9792472.6142695,USD,287845.13719801,USD,37298973925,"Memes, Videojuegos, NFT y coleccionables, Metaverso"
BCD,Bitcoin Diamond,812,0.051888,USD,-8.24045571949192,9676743.488985265,USD,73434.60406354,USD,186492897.953,Criptomonedas
ZERC,zkRace,813,0.080436,USD,-2.1281255703595554,9652320,USD,266687.78306695,USD,120000000,"Videojuegos, NFT y coleccionables, Metaverso"
RLY,Rally,814,0.0018626,USD,0.3776435045317254,9757926.403844176,USD,112618.17724783,USD,5238873834.341338,"Redes sociales, medios de comunicación y contenidos, DeFi"
OUSD,Origin Dollar,815,1,USD,-0.09990009990008891,9484851.80743409,USD,307051.24710547,USD,9484851.80743409,"Stablecoins, Stablecoins garantizadas por activos, DeFi"
MXC,Moonchain,816,0.0035795,USD,-11.11416094822208,9539245.0811,USD,3052076.84255805,USD,2664965800,"Informática distribuida y almacenamiento, Internet de las cosas, Web3, DePIN"
ATM,Atletico De Madrid Fan Token,817,1.4907,USD,5.372163709620404,9217588.4172,USD,2761657.20970391,USD,6183396,"Deporte, Fan Tokens"
ASR,AS Roma Fan Token,818,1.4027,USD,3.8883128425418447,9174868.530100001,USD,2899353.39367799,USD,6540863,"Deporte, Fan Tokens"
WRX,WazirX,819,0.023694,USD,9.719842556147256,9047716.733270615,USD,100279.34550218,USD,381856872.3419691,Mercado de valores centralizado
SPS,Splintershards,820,0.0067087,USD,5.00352140230065,8908752.22624668,USD,130472.88912993,USD,1327940171.1578517,"Videojuegos, NFT y coleccionables"
AURY,Aurory,821,0.12937,USD,-3.784224975884836,8964818.034712,USD,277793.84011678,USD,69295957.6,"Videojuegos, NFT y coleccionables, Metaverso"
MUBI,Multibit,822,0.0093752,USD,2.6608219178082337,8906440,USD,3856058.08959184,USD,950000000,Interoperabilidad
VITE,VITE,823,0.0079026,USD,-0.30906636727176673,8771813.231408248,USD,2308394.58661425,USD,1109990791.8163958,"Plataformas de contratos inteligentes (smart contracts), Mercado descentralizado, Escalables, Soluciones para empresas"
MCB,MUX Protocol,824,2.2775,USD,-11.921224362958348,8703518.6325,USD,60309.46482341,USD,3821523,"Mercado descentralizado, Derivados, DeFi"
JUV,Juventus Fan Token,825,1.08407,USD,2.8139226100151826,8622974.6382,USD,3219904.03852622,USD,7954260,"Deporte, Fan Tokens"
NWC,Newscrypto,826,0.055137,USD,6.374317519726818,8292650.767640112,USD,57314.1701973,USD,150400833.69860733,"Metaverso, Formación"
KP3R,Keep3rV1,827,19.32,USD,4.285868509122317,8214438.96,USD,7055302.62841281,USD,425178,"DeFi, Empleos"
WRLD,NFT Worlds,828,0.011466,USD,-3.0605343253297215,8164831.56489,USD,70376.11353425,USD,712090665,"Videojuegos, NFT y coleccionables, Metaverso"
OPEN,Open Custody Protocol,829,0.0083353,USD,24.344049431360258,8355332.12980052,USD,8238803.53674644,USD,1002403288.4,
LUCE,LUCE,830,0.0080904,USD,15.567304944269791,8090399.967638399,USD,8613974.96084193,USD,999999996,Memes
STOS,Stratos,831,0.21145,USD,-4.429378531073447,8204444.8072999995,USD,231354.62935508,USD,38800874,"Informática distribuida y almacenamiento, Web3, DePIN"
JEWEL,DeFi Kingdoms,832,0.069753,USD,-5.074712174410073,7919578.245951038,USD,75283.81298248,USD,113537457.11225379,"Mercado descentralizado, Videojuegos, NFT y coleccionables"
GAL,Galatasaray Fan Token,833,1.6006,USD,1.4900767230993646,7824028.911,USD,1320959.61355479,USD,4888185,"Deporte, Fan Tokens"
ACM,AC Milan Fan Token,834,1.07474,USD,3.260953112990016,7426078.31574,USD,1962893.18700898,USD,6909651,"Deporte, Fan Tokens"
GXA,GALAXIA,835,0.0029381,USD,-27.793069550258043,7393367.0521567995,USD,38494.00786499,USD,2516376928,Pagos
DC,Dogechain,836,0.0002076,USD,17.215289932810126,7569419.063961448,USD,1254565.37526961,USD,36461556184.78539,Memes
NEXA,Nexa,837,0.0000012552,USD,3.933095967541605,7354995.024,USD,240299.09596611,USD,5859620000000,"Criptomonedas, Plataformas de contratos inteligentes (smart contracts), Escalables, DeFi, Nivel 1"
MAGA,MAGA,838,0.000018372,USD,-9.009009009009006,7169836.43437248,USD,7860881.45123405,USD,390258895840,Memes
FITFI,Step App,839,0.002878,USD,7.753940619266913,7281340,USD,4144845.78944813,USD,2530000000,"Videojuegos, Gestión de datos e IA, NFT y coleccionables, Pagos, Moverse para ganar (move to earn), Salud, DeFi, Deporte, Mercado, Web3, Organización autónoma descentralizada (DAO)"
BUY,Buying.com,840,0.021545,USD,7.751937984496138,7148405.165310001,USD,18447.50302633,USD,331789518,
PEPE20,Pepe 2.0,841,1.5561e-8,USD,-6.300494392861451,7298109,USD,1289479.02601983,USD,469000000000000,Memes
MAN,Matrix AI Network,842,0.015586,USD,8.817470127729699,7117322.2416775115,USD,304305.09506198,USD,456648417.9184853,"Plataformas de contratos inteligentes (smart contracts), Internet de las cosas, Gestión de datos e IA, Identidad, NFT y coleccionables, Web3, Nivel 1, DePIN"
KAI,KardiaChain,843,0.0014636,USD,-11.810074716799228,6988690,USD,135345.7070066,USD,4775000000,"Plataformas de contratos inteligentes (smart contracts), Interoperabilidad, Soluciones para empresas"
IMGNAI,Image Generation AI,844,0.0092278,USD,3.7712293330334066,7168462.6302574,USD,1009220.80641277,USD,776833333,Gestión de datos e IA
KWENTA,Kwenta,845,15.526,USD,-8.202525669774591,6704267.900288,USD,105683.67914566,USD,431809.088,"Mercado descentralizado, Derivados"
KAN,BitKan,846,0.00071483,USD,-9.60787041135039,6870005.064246464,USD,167851.654577,USD,9610683748.928366,"Redes sociales, medios de comunicación y contenidos, Estadísticas"
SAITO,Saito,847,0.0035012,USD,-0.4285469401748544,6929898.113229999,USD,64012.81374273,USD,1979292275,"Videojuegos, Nivel 1"
XCHNG,Chainge,848,0.014247,USD,3.186789309770402,6753735.185616,USD,457626.69673081,USD,474046128,"Mercado descentralizado, DeFi"
KAR,Karura,849,0.059196,USD,8.19564263781255,6906199.605359999,USD,128479.08821171,USD,116666660,"Concesión de préstamos y endeudamiento, DeFi"
RVF,RocketX exchange,850,0.076292,USD,0.7660608622147047,7147897.346228,USD,76546.7196554,USD,93691309,Interoperabilidad
SDN,Shiden Network,851,0.104395,USD,1.5713173769215856,6827874.430610702,USD,118603.14144631,USD,65404228.46506731,"Plataformas de contratos inteligentes (smart contracts), Herramientas de desarrollo, Interoperabilidad"
CULT,Cult DAO,852,0.0000015966,USD,0.6937436932391645,6895221.620986872,USD,108264.91873608,USD,4318690730920,"DeFi, Organización autónoma descentralizada (DAO)"
TOMI,tomi,853,0.0088299,USD,1.504770663294629,6633584.170050922,USD,7689056.64873464,USD,751263793.4802117,"Herramientas de desarrollo, Web3"
INTER,Inter Milan Fan Token,854,0.90978,USD,1.2892451569806318,6547701.21648,USD,516276.03964138,USD,7197016,"Deporte, Fan Tokens"
PUSH,Push Protocol,855,0.074182,USD,11.244076540099583,6693922.707723999,USD,1301805.92356593,USD,90236482,"Interoperabilidad, DeFi, Web3, Organización autónoma descentralizada (DAO)"
HNS,Handshake,856,0.0103075,USD,13.668945743273058,6690346.593023999,USD,156785.05308803,USD,649075585.061751,"Informática distribuida y almacenamiento, NFT y coleccionables, Web3, DePIN"
HERO,Metahero,857,0.0012787,USD,0.47143867368585907,6515799.074923,USD,822183.00509319,USD,5095643290,"Internet de las cosas, Metaverso, Mercado"
CEL,Celsius,858,0.16533,USD,17.810562326277537,6236265.95163,USD,1671697.15798062,USD,37720111,Concesión de préstamos y endeudamiento
STARL,Starlink,859,6.4984e-7,USD,-1.9612576187315225,6484865.15188324,USD,524639.19046695,USD,9979172029858.488,"Memes, NFT y coleccionables"
HYDRA,Hydra,860,0.31093,USD,-1.6106575533194223,6204003.0864386,USD,165955.63890205,USD,19953054.02,Plataformas de contratos inteligentes (smart contracts)
SRM,Serum,861,0.023324,USD,-5.163861104334392,6139918.659756,USD,329279.27366229,USD,263244669,"Mercado descentralizado, DeFi"
RIF,Rifampicin,862,0.0061613,USD,10.316366175496405,6159139.827938848,USD,1946509.83343913,USD,999649396.7083,
MEV,MEVerse,863,0.0037001,USD,-1.0086146931349962,6388759.296989693,USD,1029515.99424465,USD,1726645035.8070574,"Interoperabilidad, DeFi, Metaverso"
APM,apM Coin,864,0.0039747,USD,5.936880458661516,6043135.151904,USD,2260578.16466109,USD,1520400320,"Pagos, Lealtad y recompensas"
